1.8835 2.752 0.0011547 0.00326599
1.6175 2.551 0.0011547 0.00233333
1.4585 2.424 0.0011547 0.00163299
1.1495 2.147 0.0011547 0.00152753
0.9135 1.922 0.0011547 0.00249444
