0.1   0.393 0.001  0.015
0.15  0.608 0.001  0.014
0.2   0.810 0.001  0.020
0.25  1.008 0.001  0.018
0.3   1.199 0.001  0.020
0.35  1.400 0.001  0.026
0.4   1.60  0.001  0.03
0.45  1.84  0.001  0.03
