1.8835 7.5735 0.0011547 0.03
1.6175 6.5076 0.0011547 0.03
1.4585 5.87578 0.0011547 0.029
1.1495 4.60961 0.0011547 0.026
0.9135 3.69408 0.0011547 0.023
